"Codigo";"UF";"Municipio";"PopTotal";"Urbana";"Rural";"Homem";"Mulher";"H.M";"Classe";"X0.5";"X16.14";"X15.24";"X25.39";"X40.59";"X60.";"Pop15";"Taxa";"Pop15.24";"Taxa15.24";"Pop25.39";"Taxa25.39";"Pop40.59";"Taxa40.59";"Pop60.";"Taxa60.";"TotUnidDom";"X1Resp";"MaisResp";"TotalMasc";"X1RespMasc";"MaisRespMasc";"TotalFem";"X1RespFem";"MaisRespFem";"Taxa15";"X1RespCasal";"MaisRespCasal";"TotalFamilia";"X1RespFamilia";"MaisRespFamilia";"TotalOutros";"X1RespOutros";"MaisRespOutros";"Unipessoa";"TotalNuclear";"CasalSFilhos";"CasalCFilhos";"HomemCFilhos";"MulherCFilhos";"TotalFamEstendida";"EstCasalSFilhos";"EstCasalCFilhos";"EstHomemCFilhos";"EstMulherCFilhos";"EstOutros";"TotalComposta";"CompCasalSFilhos";"CompCasalCFilhos";"CompHomemCFilhos";"CompMulherCFilhos";"CompOutros";"TotalDomPartPerm";"Adequado";"Semi.Adequado";"Inadequado";"ValMedio";"Q2";"Mediana";"Q3";"MediaHomens";"MediaMulheres";"MedianaHomens";"MedianaMulheres";"mediaH.M";"medianaH.M";"Branca";"Preta";"Parda";"Amarela";"Indigena";"Br.Pr";"Br.Pa";"Br.Am";"Br.In";"Pr.Pa";"PopResDPP";"Ate70R.";"Ate1.4";"Ate1.2";"Ate60.";"TotalIndq";"Ate70R.Indq";"Ate1.4Indq";"Ate1.2Indq";"Ate60.Indq";"Total_2000";"Total_2010";"X15.24_2000";"X15.24_2010";"X25.59_2000";"X25.59_2010";"X60._2000";"X60._2010";"Adequado_2000";"Adequado_2010";"Semi_2000";"Semi_2010";"Inadequado_2000";"Inadequado_2010";"Analf_2000";"Analf_2010";"Indq_2000";"Indq_2010";"AnalfEInadequado_2000";"AnalfEInadequado_2010";"Total10";"Taxa10";"RGI";"RGint";"Mesorregiao";"Microrregiao"
3301405;"RJ";"Conceição de Macabu";21211;86,45;13,55;49,73;50,27;98,9258006763477;"De 20 a 50 mil";8,3;15,07;17,08;22,89;24,89;11,77;774;4,29;28;0,82;99;2;314;5,26;333;8,97;6708;70,86;29,11;3978;71,19;28,76;2730;70,37;29,63;1032;56,3;43,51;3322;62,19;37,81;2354;89,46;10,54;13,89;4500;22,82;59,58;2,4;15,2;1178;13,41;42,95;3,23;26,15;14,26;98;14,29;30,61;3,06;17,35;34,69;6708;23,12;73,03;3,85;530;204;355;600;1063;801;700;510;1,33;1,37;1203;710;784;859;1221;1,69;1,53;1,4;0,99;0,91;20564;2,45;11,06;36,46;27,87;772;4,27;17,75;55,44;46,11;13,11;9,73;5,13;1,24;11,51;8,44;35,57;27,31;25,71;23,12;67,78;73,03;6,51;3,85;19,41;11,03;7,64;3,81;2,94;1,14;20;5,35;"Macaé - Rio das Ostras";"Macaé - Rio das Ostras - Cabo Frio";"Norte Fluminense";"Macaé"
3301504;"RJ";"Cordeiro";20430;97,22;2,78;47,88;52,12;91,8649270913277;"De 20 a 50 mil";7,26;14,08;16,19;22,82;25,96;13,69;11007;6,59;428;1,19;1437;2,64;3966;7,34;5176;23,1;6603;74,47;25,52;3869;73,15;26,85;2734;76,34;23,63;974;64,58;35,32;3099;66,51;33,49;2530;88,02;11,98;13,89;4389;22,06;57,53;2,71;17,7;1187;12,05;39,34;3,71;30,08;14,83;110;11,82;28,18;3,64;20,91;35,45;6603;81,11;17,26;1,62;636;255;443;703;1208;891;800;510;1,36;1,57;1245;684;843;876;605;1,82;1,48;1,42;2,06;0,81;20107;1,06;7,05;26,63;19,57;302;NA;21,52;57,95;44,7;8,99;5,84;2,06;1,24;7,22;3,66;28,95;19,06;85,67;81,11;10,61;17,26;3,72;1,62;15,08;6,06;5,47;1,75;2,6;0,34;8;2,41;"Nova Friburgo";"Petrópolis";"Centro Fluminense";"Cantagalo-Cordeiro"
3301603;"RJ";"Duas Barras";10930;70,78;29,22;50,42;49,58;101,694231544978;"De 10 a 20 mil";8,23;14,5;17,08;23,28;25,23;11,67;4481;5,44;231;1,25;672;2,42;1587;6,17;1991;19,25;3551;79,13;20,84;2187;79,88;20,07;1364;77,93;22,07;579;69,95;30,05;1726;72,02;27,98;1246;93,26;6,66;15,57;2378;24,14;59,38;2,61;13,88;558;13,44;43,55;4,12;22,76;16,13;62;14,52;37,1;6,45;6,45;35,48;3551;26,92;69,19;3,89;483;204;345;510;866;681;510;510;1,27;1;914;536;654;604;744;1,71;1,4;1,51;1,23;0,82;10754;2,02;10,51;36,33;28,29;375;NA;19,47;56,53;48;17,63;11,73;6,05;2,41;17,6;10,3;40,16;31,35;31,45;26,92;49,04;69,19;19,51;3,89;24,73;13,18;22,94;2,01;8,78;0,45;2;1,04;"Nova Friburgo";"Petrópolis";"Centro Fluminense";"Nova Friburgo"
3301702;"RJ";"Duque de Caxias";855048;99,66;0,34;48,08;51,92;92,6040061633282;"Acima de 500 mil";8,41;15,63;17,26;24,4;24,22;10,08;1259;11,06;36;1,75;139;4,51;404;10,67;680;27,79;269353;76,16;23,79;151019;75,15;24,8;118334;77,46;22,5;36164;67,45;32,43;129114;68,86;31,12;104075;88,26;11,69;13,98;179591;20,09;59,66;2,53;17,72;48641;10,48;37,94;3,93;30,98;16,67;3464;9,44;27,77;4,53;19,23;39,03;269353;55,69;42,78;1,53;498;204;360;600;1079;774;800;510;1,39;1,57;1069;834;884;881;943;1,28;1,21;1,21;1,13;0,94;808609;2,57;11,09;35,13;27,34;12901;9,36;28,56;63,37;53,79;8;4,99;2,7;1,32;6,95;3,72;26,7;17,39;56,4;55,69;39,17;42,78;4,43;1,53;11,96;6,27;5,94;2,26;1,35;0,39;703;4,21;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3301801;"RJ";"Engenheiro Paulo de Frontin";13237;71,94;28,06;48,72;51,28;95,0078003120125;"De 10 a 20 mil";6,33;13,05;15,61;23,65;27,45;13,92;2053;11,05;47;1,39;216;4,23;645;10,36;1145;29,65;4394;70,25;29,68;2765;68,61;31,39;1629;73,05;26,76;705;61,84;38,01;2056;61,92;38,08;1633;84,38;15,49;15;2889;24,33;57,84;2,42;15,4;774;10,59;39,41;4,39;28,29;17,31;72;13,89;25;8,33;16,67;36,11;4394;28,79;70,71;0,5;505;228;345;528;942;733;510;510;1,29;1;974;678;732;585;559;1,44;1,33;1,67;1,74;0,93;12673;1,85;9,34;34,88;24,75;61;NA;11,48;34,43;21,31;9,06;5,78;2,14;1,4;7,78;4,7;24,6;14,65;18,12;28,79;75,05;70,71;6,84;0,5;12,51;5,75;8,85;0;2,14;0;4;1,92;"Volta Redonda - Barra Mansa";"Volta Redonda - Barra Mansa";"Metropolitana do Rio de Janeiro";"Vassouras"
3301850;"RJ";"Guapimirim";51483;96,63;3,37;49,1;50,9;96,4636542239686;"De 50 a 100 mil";8,66;16,06;17,68;24,06;23,39;10,14;5833;7,62;194;1,27;641;2,76;1900;7,6;3098;23,58;15741;70,46;29,53;10002;69,94;30,06;5739;71,37;28,59;2202;62,44;37,56;8203;61,49;38,51;5336;87,56;12,41;13,11;10607;20,59;62,95;2,52;13,94;2871;12,96;40,61;4,74;27,24;14,45;200;16,5;31,5;1,5;17,5;33;15741;43,08;53,41;3,51;505;200;340;533;1079;787;700;510;1,37;1,37;1144;759;847;791;928;1,51;1,35;1,45;1,23;0,9;49474;2,49;11,79;37,98;29,64;1784;5,66;27,35;63,28;52,69;11,8;7,51;4,39;1,52;10,93;6,2;33,46;24,1;27,7;43,08;65,61;53,41;6,69;3,51;17,02;9,37;7,79;4,32;2,63;1,24;38;3,68;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3301876;"RJ";"Iguaba Grande";22851;100;NA;48,34;51,66;93,5733643050716;"De 20 a 50 mil";6,98;14,1;14,87;21,69;26,1;16,24;1293;5,83;66;1,39;202;2,8;477;6,67;548;17,75;7580;78,05;21,9;4449;75,86;24,07;3131;81,16;18,81;1478;70,23;29,7;3350;72,66;27,34;2752;88,81;11,08;14,12;5021;29,36;53,87;2,41;14,36;1361;14,7;36,59;6,1;28,8;13,81;128;11,72;28,91;2,34;22,66;34,38;7580;74,91;24,78;0,32;686;253;426;767;1367;1020;800;510;1,34;1,57;1397;892;1028;1424;884;1,57;1,36;0,98;1,58;0,87;22093;1,74;8,56;29,34;21,44;85;12,94;34,12;58,82;56,47;8,81;4,29;2,82;0,82;8,45;3,78;19,24;8,97;59,37;74,91;38,4;24,78;2,23;0,32;14,29;5,2;3,1;0,56;1,52;0,19;12;2,88;"Cabo Frio";"Macaé - Rio das Ostras - Cabo Frio";"Baixadas";"Lagos"
3301900;"RJ";"Itaboraí";218008;98,81;1,19;48,71;51,29;94,969779684149;"De 100 a 500 mil";8,18;15,23;16,56;24,96;24,78;10,28;5017;7,09;271;1,48;814;3,38;1750;8,71;2182;26,47;69422;72,14;27,83;40862;71,53;28,45;28560;73,01;26,95;10645;60,78;39,12;34432;64,58;35,4;24345;87,79;12,18;13,02;47493;22,35;59,61;2,27;15,77;11954;12,29;41,64;3,86;28,02;14,19;939;9,8;28,33;3,62;18,53;39,72;69422;20,98;74,7;4,32;482;200;340;553;1025;721;700;510;1,42;1,37;1048;772;805;974;1183;1,36;1,3;1,08;0,89;0,96;207500;2,81;12,17;37,83;29,03;8998;7,71;25,19;58,8;48,14;10,76;6,59;3,28;1,19;10;4,98;34,86;23,1;17,23;20,98;65,02;74,7;17,75;4,32;14,51;6,75;20,71;4,91;4,59;0,87;106;2,58;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3302007;"RJ";"Itaguaí";109091;95,52;4,48;49,87;50,13;99,4813484939158;"De 100 a 500 mil";8,72;15,78;16,98;25,47;23,56;9,48;797;13,76;31;2,59;101;6,15;287;15,16;378;35,66;33910;79,59;20,31;21222;79,33;20,57;12688;80,02;19,87;5049;72,77;27,05;17019;74,89;25,02;11842;89,24;10,67;13,28;22460;22,41;60,93;2,36;14,3;6121;11,98;43,98;3,69;26,79;13,56;826;6,3;20,94;2,54;11,62;58,6;33910;67,01;31,57;1,42;546;230;380;634;1193;798;900;510;1,5;1,76;1175;921;929;1268;894;1,28;1,26;0,93;1,32;0,99;103085;2,03;9,47;32,33;24,66;1334;3,52;16,72;48,28;39,13;9,36;5,44;3,29;1,25;8,5;4,22;30,54;19,25;55,04;67,01;40,87;31,57;4,08;1,42;14,17;6,82;4,87;1,25;1,81;0,24;71;3,28;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Itaguaí"
3302056;"RJ";"Italva";14063;72,83;27,17;48,73;51,27;95,0458357714063;"De 10 a 20 mil";6,96;12,12;14,66;21,92;26,94;17,4;6778;4,27;370;1,01;1136;1,94;2587;5,43;2685;16,85;4877;77,55;22,39;3114;76,85;23,12;1763;78,79;21,1;955;65,55;34,45;2238;72,25;27,75;1684;91,39;8,43;15,4;3269;29;55,12;2,51;13,37;801;15,48;40,07;2,62;25,22;16,6;56;16,07;26,79;NA;5,36;51,79;4877;67,93;21,49;10,58;496;208;350;570;954;688;600;510;1,39;1,18;920;615;743;870;788;1,5;1,24;1,06;1,17;0,83;13676;2,51;10,89;36,31;26,67;1483;1,89;17,19;56,57;43,43;16,27;11,06;4,18;1,75;13,73;7,9;39,52;27,79;60,7;67,93;18,11;21,49;21,19;10,58;19,08;9,6;22,6;9,09;6,46;1,84;3;1,38;"Campos dos Goytacazes";"Campos dos Goytacazes";"Noroeste Fluminense";"Itaperuna"
3302106;"RJ";"Itaocara";22899;75,66;24,34;48,88;51,12;95,6181533646322;"De 20 a 50 mil";6,58;12,31;14,76;22,29;27,19;16,87;317;7,92;16;1,99;39;3,12;100;8,21;162;22,22;7986;76,75;23,24;4925;75,43;24,57;3061;78,86;21,1;1609;63,64;36,3;3664;70,69;29,31;2713;92,7;7,3;15,54;5524;28,98;55,67;2,03;13,32;1135;15,24;39,12;3,79;26,34;15,51;86;18,6;23,26;5,81;13,95;38,37;7986;69,06;15,34;15,6;529;210;365;566;928;763;510;510;1,22;1;959;530;667;767;576;1,81;1,44;1,25;1,66;0,79;22382;2,28;10,65;35,84;26,71;3538;3,05;18,51;52,66;41,44;13,32;11,05;3,06;1,39;11,16;7,6;34,11;29,65;57,79;69,06;21,4;15,34;20,81;15,6;16,31;8,4;20,48;13,4;5,3;2,07;3;0,91;"Santo Antônio de Pádua";"Campos dos Goytacazes";"Noroeste Fluminense";"Santo Antônio de Pádua"
3302205;"RJ";"Itaperuna";95841;92,2;7,8;48,57;51,43;94,4390433599067;"De 50 a 100 mil";7,1;13,01;15,92;24,19;26,07;13,71;10131;5,92;606;1,52;1427;2,69;3307;6,16;4791;19,42;31838;77,03;22,93;20248;75,52;24,45;11590;79,65;20,28;5611;68,53;31,42;15064;70,86;29,12;11163;89,62;10,3;14,03;21633;25,8;57,68;1,99;14,53;5104;14,66;38,93;3,35;27,47;15,6;635;13,86;25,35;2,99;13,07;44,72;31838;83,98;10,91;5,12;640;255;423;680;1199;876;700;510;1,37;1,37;1323;679;818;892;710;1,95;1,62;1,48;1,86;0,83;93112;1;6,83;27,97;19,93;4854;2,12;16,77;54,82;42,09;12,19;7,62;3,24;1,27;10,44;5,27;35,35;23,58;78,15;83,98;13,52;10,91;8,32;5,12;15,98;5,66;9,56;5,31;3,45;1;39;2,66;"Itaperuna";"Campos dos Goytacazes";"Noroeste Fluminense";"Itaperuna"
3302254;"RJ";"Itatiaia";28783;96,63;3,37;49,38;50,62;97,5503753457132;"De 20 a 50 mil";8,14;14,77;16,49;25,04;24,84;10,73;1163;4,1;68;1,15;193;2,24;434;4,65;468;10,43;9368;75,64;24,31;5935;74,95;25;3433;76,84;23,1;1479;65,25;34,55;4277;68,2;31,8;3612;88,7;11,24;15,65;6191;23,81;56,82;2,65;16,72;1554;11,33;39;4,12;30,12;15,44;157;15,92;21,66;3,82;17,2;41,4;9368;83,57;16,01;0,42;719;250;425;720;1470;931;800;510;1,58;1,57;1549;845;914;1907;949;1,83;1,69;0,81;1,63;0,92;27619;1,9;8,21;28,72;22,51;111;0,9;15,32;53,15;40,54;8,01;5,83;2,24;1,39;7,45;4,73;26,67;17,75;79,02;83,57;20,55;16,01;0,43;0,42;14,69;7,4;0,74;0,38;0,39;0,04;15;3,13;"Resende";"Volta Redonda - Barra Mansa";"Sul Fluminense";"Vale do Paraíba Fluminense"
3302270;"RJ";"Japeri";95492;100;NA;50,35;49,65;101,409869083585;"De 50 a 100 mil";9,14;16,8;19,13;25,26;21,04;8,63;4602;4,53;236;1,24;675;2,16;1625;4,7;2066;12,45;28409;75,63;24,31;17223;72,81;27,11;11186;79,97;20;3749;67,54;32,25;13979;67,17;32,8;10681;89,53;10,41;13,94;19025;19,68;60,75;2,79;16,78;5114;10,42;40,09;4,09;30,09;15,31;310;6,13;31,29;9,35;21,61;31,61;28409;55,85;41,69;2,46;368;170;278;483;835;606;600;510;1,38;1,18;814;683;708;714;755;1,19;1,15;1,14;1,08;0,97;88245;3,82;16,1;46,96;37,45;2121;11,13;31,54;66,53;56,81;12,4;7,09;4,32;1,48;11,38;5,8;40,35;26,47;33,27;55,85;52,76;41,69;13,98;2,46;17,51;8,8;14,92;2,66;3,5;0,56;115;5,84;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3302304;"RJ";"Laje do Muriaé";7487;75,29;24,71;50,1;49,9;100,400801603206;"De 5 a 10 mil";7,51;15,15;15,99;21,92;25,28;14,16;792;5,47;26;0,98;92;2,3;261;5,06;413;15,55;2395;77,2;22,71;1527;73,22;26,78;868;84,22;15,55;356;64,33;35,67;1220;69,92;30,08;819;93,65;6,11;14,03;1565;22,62;61,21;2,43;13,74;461;15,4;41,65;3,9;20,82;18,22;33;15,15;33,33;6,06;9,09;36,36;2395;61,75;22,63;15,62;429;170;278;510;788;721;510;510;1,09;1;1038;544;599;569;1200;1,91;1,73;1,82;0,86;0,91;7293;2,96;15,19;47,79;37,42;1106;4,16;21,52;56,15;46,2;18,74;13,76;4,57;2,59;18,12;10,98;43,99;35,66;50,78;61,75;27,54;22,63;21,68;15,62;22,18;14,29;19,48;11,25;6,69;3,75;3;2,01;"Itaperuna";"Campos dos Goytacazes";"Noroeste Fluminense";"Itaperuna"
3302403;"RJ";"Macaé";206728;98,13;1,87;49,55;50,45;98,2160555004955;"De 100 a 500 mil";9,07;14,09;17,79;28,29;23,05;7,71;4490;3,45;333;1,2;612;1,53;1367;3,18;2178;11,15;66890;71,79;28,15;41093;71,14;28,8;25797;72,83;27,11;11033;62,05;37,81;31811;65,51;34,47;24046;84,58;15,36;13,78;43842;25,03;59,34;2,16;13,47;11070;13,05;42,35;3,46;24,05;17,09;2759;8,66;19,68;2,83;10,51;58,32;66890;70,41;28,24;1,34;907;290;510;1000;1884;1195;1000;700;1,58;1,43;2084;1067;1257;1665;1287;1,95;1,66;1,25;1,62;0,85;198062;0,96;5,51;21,78;16,46;2722;2,76;15,72;51,69;41,07;7,88;4,27;2,73;1,01;7,21;3,51;26,24;16,85;78,38;70,41;17,8;28,24;3,83;1,34;11,27;4,75;3,97;1,39;1,27;0,47;76;2,15;"Macaé - Rio das Ostras";"Macaé - Rio das Ostras - Cabo Frio";"Norte Fluminense";"Macaé"
3302452;"RJ";"Macuco";5269;87,17;12,83;47,98;52,02;92,2337562475971;"De 5 a 10 mil";9,3;14,75;15,24;23,76;23,12;13,84;1337;6,8;52;1,39;136;2,66;492;7,35;657;15,96;1652;91,4;8,41;1058;91,97;7,94;594;90,4;9,26;240;80,42;19,17;793;90,79;9,21;619;96,45;3,23;13,01;1083;22,07;59,19;2,4;16,34;326;6,75;40,18;4,91;29,75;18,4;28;3,57;32,14;3,57;10,71;50;1652;90,38;9,2;0,42;503;195;350;550;1023;767;600;510;1,33;1,18;1154;633;662;954;NA;1,82;1,74;1,21;NA;0,96;5148;2,39;13,95;38,83;30,11;29;NA;41,38;89,66;65,52;10,15;7,92;2,49;1,99;8,98;5,63;30,89;22,22;79,78;90,38;15,68;9,2;4,54;0,42;13,69;8,37;3,75;0,82;1,55;0,2;2;1,87;"Nova Friburgo";"Petrópolis";"Centro Fluminense";"Cantagalo-Cordeiro"
3302502;"RJ";"Magé";227322;94,68;5,32;48,64;51,36;94,7040498442368;"De 100 a 500 mil";8,63;16,07;17,49;23,34;23,62;10,85;2246;10,79;73;1,66;301;5,15;737;11,03;1135;29,15;70394;74,87;25,09;39426;74,26;25,7;30968;75,64;24,31;9672;64,32;35,57;34057;67,02;32,96;26665;88,72;11,25;13,99;46989;20,49;59,56;2,62;17,32;12722;10,91;39,37;4,16;30,51;15,04;835;11,38;28,62;4,91;22,04;33,05;70394;30,82;66,16;3,02;478;200;340;550;1050;735;710;510;1,43;1,39;1041;762;835;1437;995;1,37;1,25;0,72;1,05;0,91;216078;3,52;13,12;38,76;30,8;6553;10,25;29,99;62,23;53,2;9,94;5,92;3,4;1,52;8,67;4,43;30,82;19,42;32,51;30,82;58,95;66,16;8,53;3,02;14,87;6,72;10,16;3,86;2,87;0,6;149;3,36;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3302601;"RJ";"Mangaratiba";36456;88,11;11,89;49,27;50,73;97,1220185294698;"De 20 a 50 mil";7,34;14,81;16,24;23,68;25,61;12,31;1334;11,23;43;1,87;138;4,19;443;11,2;710;30,34;11788;78;21,95;6988;79,04;20,92;4800;76,5;23,46;2092;76,58;23,33;5458;69,92;30,05;4238;89,12;10,85;15,48;7635;27,33;56,82;2,57;13,28;2091;13,68;44,57;3,59;24,06;14,11;237;15,19;21,1;1,69;15,19;46,84;11788;48,62;50,42;0,97;704;255;475;800;1449;982;900;600;1,48;1,5;1497;1008;1048;1376;996;1,49;1,43;1,09;1,5;0,96;34831;1,38;7,32;26,25;20,46;362;3,59;26,24;67,68;58,01;8,34;4,1;2,98;1,15;7,45;3,49;21,51;10,43;54,43;48,62;40,55;50,42;5,02;0,97;13,7;5,2;6,01;1,01;2,3;0,15;17;2,53;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Itaguaí"
3302700;"RJ";"Maricá";127461;98,45;1,55;49,15;50,85;96,6568338249754;"De 100 a 500 mil";7,15;13,23;14,96;24,49;27,15;13,02;2686;2,15;212;0,86;350;0,93;745;1,78;1379;6,6;42810;76,92;23,04;26684;78,41;21,56;16126;74,46;25,5;8055;66,64;33,23;19692;70,93;29,06;15063;90,25;9,73;15,25;28105;28,5;56,06;2,36;13,09;7091;15,5;41,88;4,16;24,41;14,05;1084;15,31;28,6;4,24;14,39;37,45;42810;12,9;84,77;2,33;792;283;510;933;1563;1101;1000;600;1,42;1,67;1564;1089;1114;1482;2051;1,44;1,4;1,06;0,76;0,98;121562;1,27;6,38;22,48;16,7;3128;4,32;16,72;46,04;37,6;8,72;4,53;2,87;1,24;8,03;3,49;21,83;12,45;14,16;12,9;72,63;84,77;13,21;2,33;14,21;5,73;17,46;3,45;4,9;0,7;58;2,88;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3302809;"RJ";"Mendes";17935;98,7;1,3;48,24;51,76;93,1993817619784;"De 10 a 20 mil";6,39;12,87;14,81;22,35;28,76;14,81;9247;2,28;551;0,77;1394;1,19;3159;2,36;4143;4,95;6167;69,42;30,57;3503;66,26;33,71;2664;73,57;26,43;925;52,76;47,14;2693;58,08;41,92;2549;87,45;12,55;17,37;3938;23,44;55,51;3,12;17,93;1079;12,23;35,77;5,19;29,38;17,42;79;13,92;17,72;2,53;18,99;46,84;6167;43,31;54,95;1,74;583;250;400;638;1064;833;600;510;1,28;1,18;1152;737;773;673;4770;1,56;1,49;1,71;0,24;0,95;17611;1,77;9,07;30,7;22,59;308;4,87;23,05;60,71;50,32;7,59;5,47;1,96;0,98;5,98;3,85;22;15,55;46,05;43,31;48,69;54,95;5,26;1,74;9,51;3,32;6,53;1,14;1,77;0,26;7;2,37;"Volta Redonda - Barra Mansa";"Volta Redonda - Barra Mansa";"Metropolitana do Rio de Janeiro";"Vassouras"
3302858;"RJ";"Mesquita";168376;100;NA;47,39;52,61;90,0779319521004;"De 100 a 500 mil";7,93;14,72;16,43;23,81;25,5;11,6;7352;5,03;257;0,93;901;2,11;2584;5,2;3610;13,84;53103;78,15;21,8;29815;76,2;23,76;23288;80,63;19,28;6874;69,6;30,26;24944;71,16;28,81;21285;89,09;10,84;13,39;34788;19,7;58,67;2,68;18,95;10606;9,08;36,43;4,66;34,01;15,82;599;10,18;29,05;4,34;21,2;35,23;53103;86,84;12,83;0,32;566;237;400;667;1199;853;800;530;1,41;1,51;1176;921;965;1042;1190;1,28;1,22;1,13;0,99;0,95;160764;2,07;9,23;31,05;23,82;551;7,8;24,86;55,35;47,01;NA;3,45;NA;1,2;NA;2,38;NA;11,15;NA;86,84;NA;12,83;NA;0,32;NA;4,29;NA;0,38;NA;0,1;103;3,51;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3302908;"RJ";"Miguel Pereira";24642;87,25;12,75;47,56;52,44;90,6941266209001;"De 20 a 50 mil";6,66;13,55;15,14;20,78;27,16;16,71;28072;4,64;1768;1,3;3820;1,99;9263;4,79;13221;15,72;8324;71,91;28,04;4827;69,61;30,35;3497;75,09;24,85;1396;56,45;43,41;3574;62,34;37,66;3354;88,55;11,39;16,94;5258;26,45;54,05;2,47;17,02;1493;11,32;37,91;3,62;31,35;15,81;163;19,02;27,61;2,45;15,95;34,97;8324;39,76;58,6;1,63;718;250;407;746;1342;1031;700;510;1,3;1,37;1562;806;843;1211;931;1,94;1,85;1,29;1,68;0,96;23898;1,91;8,86;29,43;22,44;410;7,8;29,02;60;53,41;9,15;6,8;2,21;1,39;8,5;5,32;20,62;15,96;20,92;39,76;73,51;58,6;5,57;1,63;15,36;8;6,63;1,59;2,53;0,37;6;1,47;"Valença";"Volta Redonda - Barra Mansa";"Metropolitana do Rio de Janeiro";"Vassouras"
