"Codigo";"UF";"Municipio";"PopTotal";"Urbana";"Rural";"Homem";"Mulher";"H.M";"Classe";"X0.5";"X16.14";"X15.24";"X25.39";"X40.59";"X60.";"Pop15";"Taxa";"Pop15.24";"Taxa15.24";"Pop25.39";"Taxa25.39";"Pop40.59";"Taxa40.59";"Pop60.";"Taxa60.";"TotUnidDom";"X1Resp";"MaisResp";"TotalMasc";"X1RespMasc";"MaisRespMasc";"TotalFem";"X1RespFem";"MaisRespFem";"Taxa15";"X1RespCasal";"MaisRespCasal";"TotalFamilia";"X1RespFamilia";"MaisRespFamilia";"TotalOutros";"X1RespOutros";"MaisRespOutros";"Unipessoa";"TotalNuclear";"CasalSFilhos";"CasalCFilhos";"HomemCFilhos";"MulherCFilhos";"TotalFamEstendida";"EstCasalSFilhos";"EstCasalCFilhos";"EstHomemCFilhos";"EstMulherCFilhos";"EstOutros";"TotalComposta";"CompCasalSFilhos";"CompCasalCFilhos";"CompHomemCFilhos";"CompMulherCFilhos";"CompOutros";"TotalDomPartPerm";"Adequado";"Semi.Adequado";"Inadequado";"ValMedio";"Q2";"Mediana";"Q3";"MediaHomens";"MediaMulheres";"MedianaHomens";"MedianaMulheres";"mediaH.M";"medianaH.M";"Branca";"Preta";"Parda";"Amarela";"Indigena";"Br.Pr";"Br.Pa";"Br.Am";"Br.In";"Pr.Pa";"PopResDPP";"Ate70R.";"Ate1.4";"Ate1.2";"Ate60.";"TotalIndq";"Ate70R.Indq";"Ate1.4Indq";"Ate1.2Indq";"Ate60.Indq";"Total_2000";"Total_2010";"X15.24_2000";"X15.24_2010";"X25.59_2000";"X25.59_2010";"X60._2000";"X60._2010";"Adequado_2000";"Adequado_2010";"Semi_2000";"Semi_2010";"Inadequado_2000";"Inadequado_2010";"Analf_2000";"Analf_2010";"Indq_2000";"Indq_2010";"AnalfEInadequado_2000";"AnalfEInadequado_2010";"Total10";"Taxa10";"RGI";"RGint";"Mesorregiao";"Microrregiao"
3303005;"RJ";"Miracema";26843;92,17;7,83;48,53;51,47;94,2879347192539;"De 20 a 50 mil";7,88;14,56;16,38;21,78;24,9;14,5;2098;5,46;63;0,77;280;2,42;704;5,42;1051;18,48;8186;76,31;23,65;4898;75,36;24,62;3288;77,74;22,2;1107;62,33;37,58;4010;69,48;30,52;3069;90,29;9,64;13,58;5193;21,26;59,56;2,21;16,97;1763;10,89;41,01;4,76;29,67;13,67;118;13,56;30,51;3,39;17,8;34,75;8186;81,31;16,17;2,52;530;177;337;545;1026;790;510;510;1,3;1;1231;560;716;598;616;2,2;1,72;2,06;2;0,78;26383;3,65;14,61;40,6;32,1;732;7,51;29,1;71,04;57,38;14,36;10,79;4,57;1,66;13,09;8,28;35,6;29,15;80,31;81,31;11,55;16,17;8,13;2,52;23,02;14,01;9,23;2,41;5,05;0,85;20;4,16;"Santo Antônio de Pádua";"Campos dos Goytacazes";"Noroeste Fluminense";"Santo Antônio de Pádua"
3303104;"RJ";"Natividade";15082;79,87;20,13;49,36;50,64;97,4723538704581;"De 10 a 20 mil";7,19;14,03;15,23;21,81;26,22;15,52;1931;6,06;70;1,08;260;2,83;644;6,06;957;17,2;4963;70,97;29,01;2837;71,03;28,97;2126;70,88;29,07;827;55,74;44,26;2290;62,97;37,03;1846;87,7;12,24;15,51;3303;25,01;56,77;2,51;15,71;822;13,26;39,9;4,14;26,4;16,3;68;11,76;27,94;4,41;22,06;33,82;4963;71,07;20,19;8,74;588;204;370;600;1052;857;510;510;1,23;1;1265;604;725;732;1037;2,09;1,74;1,73;1,22;0,83;14783;2,55;10,47;35,99;27,31;1317;1,82;14,73;49,73;40,24;15,19;11,23;3,47;1,87;13,19;8,02;38,45;30,34;55,09;71,07;27,65;20,19;17,26;8,74;18,29;8,49;19,11;8,67;6,98;1,94;11;5,05;"Itaperuna";"Campos dos Goytacazes";"Noroeste Fluminense";"Itaperuna"
3303203;"RJ";"Nilópolis";157425;100;NA;46,8;53,2;87,9699248120301;"De 100 a 500 mil";7,28;13,34;15,69;23,89;26,53;13,28;2315;8,28;115;1,87;323;3,43;884;9,91;993;28,56;50514;77,36;22,58;27071;76,33;23,61;23443;78,56;21,39;6552;69,14;30,63;22694;70,4;29,59;21268;87,33;12,62;14,02;31830;20,51;56,4;2,8;20,3;10981;9,54;37,25;3,92;33,2;16,09;621;9,34;22,71;6,92;21,42;39,61;50514;89,9;10,08;0,02;652;267;496;770;1319;952;973;600;1,39;1,62;1281;975;1063;1042;1970;1,31;1,21;1,23;0,65;0,92;152271;1,1;5,97;23,78;17,47;33;21,21;54,55;78,79;63,64;3,76;2,15;1,33;0,86;2,6;1,38;13,01;6,6;92,74;89,9;7,17;10,08;0,09;0,02;5,07;2,46;0,15;0,03;0,03;0,02;71;2,75;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3303302;"RJ";"Niterói";487562;100;NA;46,32;53,68;86,2891207153502;"De 100 a 500 mil";5,89;10,76;14,71;24,01;27,48;17,15;2480;12,3;70;1,55;372;6,41;942;14,55;1096;32,62;169237;68,86;31,09;90444;65,99;33,96;78793;72,15;27,8;26607;53,58;46,3;67974;57,75;42,24;74656;84,42;15,53;17,24;104880;25,26;52,69;2,6;19,45;29300;11,09;35,55;3,94;29,29;20,14;5873;8,14;19,58;4,36;16,19;51,73;169237;89,79;10,09;0,12;1700;400;900;2153;3166;2176;1500;1020;1,46;1,47;3292;1181;1553;2429;2333;2,79;2,12;1,36;1,41;0,76;464553;0,63;3,6;13,95;10,11;558;10,57;39,61;66,67;59,5;3,55;2,28;1,45;0,77;3,15;1,81;7,63;4,95;72,59;89,79;26,24;10,09;1,17;0,12;7,34;3,46;2,45;0,27;0,49;0,04;167;2,56;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3303401;"RJ";"Nova Friburgo";182082;87,53;12,47;47,92;52,08;92,0122887864823;"De 100 a 500 mil";6,88;12,8;15,26;23,45;27,29;14,32;9352;3,97;350;0,75;1105;1,63;3092;3,97;4805;11,26;63530;68,6;31,36;36152;66,95;33,02;27378;70,79;29,16;11564;55,51;44,45;28277;59,07;40,92;23689;86,37;13,55;15,82;43661;26,41;55,36;2,21;16,02;8756;13,31;37,33;3,6;28,14;17,62;1064;10,34;23,4;2,82;14,47;48,97;63530;68,84;30,42;0,74;762;314;510;800;1343;996;800;600;1,35;1,33;1297;747;868;1097;1212;1,74;1,49;1,18;1,07;0,86;177893;0,78;4,41;19,04;13,25;1386;6,93;22,29;53,39;43,43;7,42;5,03;2,02;0,93;6,57;3,77;20,5;13,84;72,29;68,84;24,6;30,42;3,11;0,74;11,22;4,66;4,27;0,73;1,6;0,24;43;1,5;"Nova Friburgo";"Petrópolis";"Centro Fluminense";"Nova Friburgo"
3303500;"RJ";"Nova Iguaçu";796257;98,91;1,09;47,94;52,06;92,0860545524395;"Acima de 500 mil";8,22;15,73;17,14;24,05;24,28;10,57;939;5,3;58;1,5;134;2,47;303;5,08;444;17,95;248186;78,63;21,32;141700;77,88;22,08;106486;79,62;20,32;32585;69,9;29,96;120450;72,49;27,49;95151;89,38;10,55;13,65;165420;19,63;59,97;2,61;17,79;46009;9,97;38,73;4,25;31,72;15,31;2892;9,92;28,84;4,22;22,41;34,61;248186;64,69;33,62;1,69;493;200;340;565;1072;791;750;510;1,36;1,47;1127;819;843;916;932;1,38;1,34;1,23;1,21;0,97;751874;2,76;12,36;37,76;29,65;12697;8,08;28,53;62,94;53,75;7,19;4,64;2,6;1,3;6,1;3,4;23,77;15,72;64,53;64,69;32,44;33,62;3,03;1,69;10,26;5,68;3,87;2,28;0,86;0,32;775;5,03;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3303609;"RJ";"Paracambi";47124;88,54;11,46;50,49;49,51;101,979398101394;"De 20 a 50 mil";5,83;12,62;17,34;24,59;27,55;12,07;1489;7,19;35;0,83;156;2,46;515;7,49;783;23,88;15249;86,93;13,04;9631;87,81;12,19;5618;85,42;14,49;2235;83,18;16,82;7314;83,7;16,28;5700;92,54;7,39;16,05;10234;21,76;60,64;2,73;14,87;2390;11,42;37,15;4,52;28,28;18,62;178;14,04;18,54;2,81;12,36;52,25;15249;61,83;35,06;3,11;517;233;383;612;1020;747;700;510;1,37;1,37;1028;762;797;852;800;1,35;1,29;1,21;1,29;0,96;44466;1,42;7,37;32,16;24,02;1157;3,03;12,71;42,52;30,86;10,59;5,46;2,18;0,77;10,21;4;27,38;18,48;51,48;61,83;42,82;35,06;5,69;3,11;10,21;3,83;5,8;1,97;1,01;0,04;13;1,87;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Vassouras"
3303708;"RJ";"Paraíba do Sul";41084;88;12;48,07;51,93;92,5669170036588;"De 20 a 50 mil";8,13;14,35;15,71;22,38;25,88;13,55;1571;11,51;50;1,7;214;5,47;594;13,46;713;30,03;12827;76,11;23,86;7657;76,58;23,38;5170;75,42;24,56;1821;68,31;31,52;6113;69,54;30,46;4893;87,23;12,75;13,57;8293;21,9;58,6;2,17;17,33;2612;10,18;39,24;4,56;30,25;15,77;181;8,29;34,25;0,55;22,65;34,25;12827;78,3;17,27;4,44;545;210;360;583;1035;822;600;510;1,26;1,18;1166;644;742;770;680;1,81;1,57;1,51;1,71;0,87;40071;2,18;10,88;35,63;26,6;2041;5,78;25,53;57,81;47,87;10,72;6,06;3,26;1,08;9,31;4,56;28,32;17,2;69,78;78,3;22,15;17,27;8,07;4,44;19,13;8,86;10,53;5,75;5,01;2,13;16;2,31;"Três Rios - Paraíba do Sul";"Petrópolis";"Centro Fluminense";"Três Rios"
3303807;"RJ";"Paraty";37533;73,77;26,23;50,53;49,47;102,142712755205;"De 20 a 50 mil";9,36;16,14;16,39;25,09;23,76;9,26;792;6,33;27;0,91;94;2,26;268;6,88;403;27,21;11460;77,16;22,71;6939;78,58;21,31;4521;74,98;24,84;1720;68,02;31,8;5720;71,52;28,36;4020;89,1;10,77;15,5;7468;22,9;61,9;2,58;12,61;1962;11,42;46,74;3,77;25,18;12,9;254;11,02;21,26;3,54;14,17;50;11460;43,76;52,45;3,79;655;244;405;706;1325;971;800;600;1,36;1,33;1396;912;957;1130;674;1,53;1,46;1,24;2,07;0,95;35649;2,59;9,28;29,66;23,09;1370;19,05;33,8;63,94;56,57;12,76;8,28;3,98;1,87;11,98;6,58;40,9;28,56;47,46;43,76;41,99;52,45;10,55;3,79;22,7;10,23;14,32;4,27;6,22;1,18;34;4,26;"Angra dos Reis";"Rio de Janeiro";"Sul Fluminense";"Baía da Ilha Grande"
3303856;"RJ";"Paty do Alferes";26359;70,51;29,49;48,62;51,38;94,6282600233554;"De 20 a 50 mil";7,99;15,53;17,16;22,01;24,57;12,75;667;6,74;17;0,8;96;3,06;222;6,99;332;22,72;8002;80,45;19,51;5016;80,66;19,3;2986;80,11;19,86;1208;70,94;28,97;4068;76,28;23,72;2726;90,9;9,02;11,92;5369;22,41;60,64;2,12;14,83;1527;11,53;41,72;4,58;27,18;15;152;7,24;37,5;3,95;17,76;33,55;8002;43,75;46,98;9,27;432;170;299;503;864;682;510;510;1,27;1;965;600;642;757;876;1,61;1,5;1,27;1,1;0,93;25287;3,16;15,81;45,18;35,37;2521;7,81;28,56;63,78;53,67;17,37;12,3;5,56;1,55;16,82;10,7;41,59;32,62;34,38;43,75;44;46,98;21,62;9,27;27,39;16,33;26,16;10,19;12,44;3,76;17;3,39;"Valença";"Volta Redonda - Barra Mansa";"Metropolitana do Rio de Janeiro";"Vassouras"
3303906;"RJ";"Petrópolis";295917;95,06;4,94;47,65;52,35;91,0219675262655;"De 100 a 500 mil";7,04;13,44;15,85;22,89;26,35;14,42;5847;5,68;449;1,82;858;2,55;1979;6,24;2561;19,74;96319;72;27,98;53527;70,75;29,22;42792;73,55;26,43;14880;60,67;39,25;43826;64,27;35,72;37613;85,48;14,5;14,8;63843;23,21;56,9;2,4;17,49;16776;10,81;37,95;4,42;30,51;16,31;1445;11,07;23,74;3,11;17,92;44,15;96319;52,04;47,68;0,28;766;264;475;770;1456;1060;800;600;1,37;1,33;1497;739;858;1137;1347;2,03;1,74;1,32;1,11;0,86;286502;1,2;6,46;24,23;18,06;782;8,06;23,15;52,94;43,86;6,39;3,97;2,05;0,75;5,33;2,88;17,51;11,26;43,24;52,04;55,32;47,68;1,44;0,28;10,55;4,67;2,27;0,34;0,73;0,11;90;1,87;"Petrópolis";"Petrópolis";"Metropolitana do Rio de Janeiro";"Serrana"
3303955;"RJ";"Pinheiral";22719;89,84;10,16;48,57;51,43;94,4390433599067;"De 20 a 50 mil";7,88;14,13;16,99;23,85;26,26;10,89;1359;8,84;47;1,32;171;3,74;529;10,68;612;26,94;7105;78,83;21,1;3909;78,89;21,03;3196;78,75;21,18;974;69,2;30,49;3415;73,15;26,82;2716;89,43;10,53;14,31;4619;21,07;59,93;2,51;16,5;1368;10,31;42,91;2,63;29,61;14,55;101;13,86;36,63;NA;15,84;33,66;7105;83,15;15,96;0,89;561;225;383;650;1199;758;800;510;1,58;1,57;1133;785;914;1070;707;1,44;1,24;1,06;1,6;0,86;22144;2,16;9,68;32,96;25,15;190;5,79;20;56,84;51,05;7,58;5,3;2,06;1,5;6,01;3,84;29,11;17,95;70,75;83,15;25,46;15,96;3,79;0,89;11,71;5,7;4,2;0,78;1,37;0,28;17;4,19;"Volta Redonda - Barra Mansa";"Volta Redonda - Barra Mansa";"Sul Fluminense";"Vale do Paraíba Fluminense"
3304003;"RJ";"Piraí";26314;79,18;20,82;49,09;50,91;96,4250638381458;"De 20 a 50 mil";6,95;14,39;15,96;24,1;26,14;12,46;3938;4,21;163;0,82;535;1,77;1316;4,36;1924;14,57;7948;73,72;26,23;4985;75,35;24,61;2963;70,98;28,96;1087;60,17;39,83;4087;69,34;30,63;2774;85,47;14,42;12,61;5149;21,01;61,29;2,58;15,11;1626;11,81;46,37;3,08;24,78;13,96;171;12,87;33,33;2,92;12,28;38,6;7948;71,5;24,61;3,89;567;233;390;643;1145;822;700;510;1,39;1,37;1232;723;829;768;713;1,7;1,49;1,6;1,73;0,87;25084;1,56;9,03;31,67;24,21;1020;2,45;17,35;54,12;40,88;10,84;7,19;2,69;0,83;9,23;5,08;34,27;23,88;64,22;71,5;28,71;24,61;7,07;3,89;17,07;7,93;7,93;3,8;2,59;0,99;12;2,39;"Volta Redonda - Barra Mansa";"Volta Redonda - Barra Mansa";"Sul Fluminense";"Vale do Paraíba Fluminense"
3304102;"RJ";"Porciúncula";17760;78,21;21,79;49,97;50,03;99,8800719568259;"De 10 a 20 mil";8,28;14,88;16,59;22,04;24,84;13,37;3423;7,89;101;1,1;475;3,45;1296;9,4;1551;23,36;5721;77,17;22,79;3206;78,98;20,96;2515;74,87;25,13;852;63,5;36,38;2750;69,82;30,18;2119;92,21;7,74;15,28;3752;22,55;59,94;2,08;15,43;961;12,49;39,75;2,6;28,82;16,34;134;10,45;36,57;1,49;17,16;34,33;5721;69,46;14,98;15,56;540;170;340;592;1030;835;510;510;1,23;1;1243;618;719;1007;1318;2,01;1,73;1,23;0,94;0,86;16387;4,96;16,25;41,01;33,11;2177;12,22;36,79;69,5;60,91;16,57;11,51;4,33;1,7;15,86;9,7;37,71;30,03;69,82;69,46;10,31;14,98;19,87;15,56;22,23;11,56;23;21,56;9,13;3,95;11;3,77;"Itaperuna";"Campos dos Goytacazes";"Noroeste Fluminense";"Itaperuna"
3304110;"RJ";"Porto Real";16592;99,43;0,57;49,67;50,33;98,6886548778065;"De 10 a 20 mil";8,73;15,81;17,94;25,11;23,48;8,93;1366;10,23;37;1,4;182;4,4;504;11,44;643;29,6;4959;67,55;32,39;3169;68,73;31,24;1790;65,47;34,41;643;57,08;42,77;2666;61,74;38,26;1650;81,03;18,85;10,85;3390;18,85;63,69;2,77;14,69;954;11,64;45,28;3,56;25,68;13,84;77;7,79;31,17;3,9;20,78;36,36;4959;90,14;9,34;0,52;534;242;390;625;1121;746;800;510;1,5;1,57;1158;779;842;995;762;1,49;1,37;1,16;1,52;0,93;16234;1,44;7,54;30,28;22,67;80;NA;16,25;52,5;45;10,51;6,33;2,31;0,91;9,55;4,49;39,62;27,21;64,36;90,14;33,51;9,34;2,13;0,52;17,66;6,01;3,13;0,48;1,29;0,14;9;2,9;"Resende";"Volta Redonda - Barra Mansa";"Sul Fluminense";"Vale do Paraíba Fluminense"
3304128;"RJ";"Quatis";12793;94,03;5,97;48,76;51,24;95,160031225605;"De 10 a 20 mil";8,55;14,1;16,59;24,51;24,83;11,42;566;8,65;14;0,97;58;3,01;188;9;306;28,18;4010;82,59;17,38;2622;81,16;18,84;1388;85,3;14,63;567;76,9;23,1;1972;77,99;22,01;1471;90,96;8,97;14,14;2649;21,37;60,25;2,87;15,52;747;12,32;38,15;4,42;26,51;18,61;47;12,77;25,53;6,38;14,89;40,43;4010;73,89;20,92;5,19;516;213;370;605;1053;753;720;510;1,4;1,41;1101;712;774;606;892;1,55;1,42;1,82;1,23;0,92;12519;2,08;10,7;33,65;26,06;672;2,98;25,3;61,31;48,81;10,59;6,74;2,92;0,8;9,22;5,04;35,17;22,72;60,29;73,89;30,39;20,92;9,32;5,19;17,13;9,62;13,86;5,4;6,88;1,56;5;2,07;"Resende";"Volta Redonda - Barra Mansa";"Sul Fluminense";"Vale do Paraíba Fluminense"
3304144;"RJ";"Queimados";137962;100;NA;48,26;51,74;93,2740626207963;"De 100 a 500 mil";8,86;16,49;17,91;24,36;22,98;9,4;3009;3,73;118;0,69;536;1,85;1176;4,64;1179;12,82;42209;78,59;21,36;23569;78,06;21,91;18640;79,27;20,65;5349;69,02;30,9;21111;72,61;27,36;15749;89,85;10,06;12,95;28793;18,54;61,44;2,5;17,52;7480;10,15;38,54;4,08;31,93;15,31;469;10,87;32,41;2,77;23,88;30,06;42209;70,69;27,7;1,6;432;186;325;510;962;700;700;510;1,38;1,37;948;752;806;787;958;1,26;1,18;1,21;0,99;0,93;130351;3,25;13,5;40,64;32,18;2020;12,48;31,39;65,2;56,19;9,28;5,68;3,32;1,82;8,16;4,34;31,57;19,74;55,42;70,69;39,86;27,7;4,72;1,6;13,92;7,01;5,71;1,78;1,49;0,36;182;6,8;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3304151;"RJ";"Quissamã";20242;64,2;35,8;49,61;50,39;98,4520738241715;"De 20 a 50 mil";8,51;15,55;17,65;22,61;24,46;11,22;147549;2,9;10463;1,08;25857;1,67;49710;3,04;61519;6,54;6228;71,07;28,9;3676;69,26;30,71;2552;73,67;26,29;839;60,19;39,69;3138;60,87;39,13;2251;89,34;10,62;13,18;4071;20,44;61,24;2,87;15,45;1215;12,43;41,56;4,86;25,43;15,72;121;17,36;23,14;2,48;19,83;37,19;6228;69,2;27,26;3,53;512;193;328;543;1074;775;650;510;1,39;1,27;1137;817;842;759;664;1,39;1,35;1,5;1,71;0,97;19504;3,53;13,12;39,66;31,24;624;5,13;14,1;52,08;39,9;15,68;8,84;4,18;1,32;15,29;7,35;38,89;26,94;20,13;69,2;60,96;27,26;18,91;3,53;23,35;9,43;18,96;2,91;6,81;0,47;8;2,14;"Macaé - Rio das Ostras";"Macaé - Rio das Ostras - Cabo Frio";"Norte Fluminense";"Macaé"
3304201;"RJ";"Resende";119769;93,79;6,21;48,65;51,35;94,7419668938656;"De 100 a 500 mil";7,96;13,99;16,66;25,18;25,2;11,03;1074;13,36;24;1,48;143;6,56;416;15,48;491;31,74;38744;73,95;26,02;23699;72,78;27,17;15045;75,79;24,19;5611;63,45;36,45;18100;66,94;33,04;15033;86,3;13,66;14,9;25356;22,07;58,93;2,49;16,51;6740;9,73;39,35;4,7;29,5;16,72;875;8,8;20,11;5,14;15,43;50,51;38744;92,6;6,9;0,5;784;270;500;850;1607;1062;1000;600;1,51;1,67;1698;923;1008;1744;1219;1,84;1,68;0,97;1,39;0,92;115945;1,05;6,27;23,59;17,87;593;0,34;30,69;67,62;60,2;6,89;4,21;1,95;0,82;5,86;3,07;24,23;14,57;91,47;92,6;6,57;6,9;1,97;0,5;11,26;4,57;2,52;0,74;1,2;0,17;45;2,28;"Resende";"Volta Redonda - Barra Mansa";"Sul Fluminense";"Vale do Paraíba Fluminense"
3304300;"RJ";"Rio Bonito";55551;74,27;25,73;49,18;50,82;96,7729240456513;"De 50 a 100 mil";7,38;14,54;16,52;24,79;24,82;11,95;2985;9,25;72;1,13;318;3,4;1018;9,73;1577;25,87;17171;81,4;18,55;11191;81,2;18,75;5980;81,77;18,19;2484;74,84;25,04;8864;76,38;23,61;5823;91,84;8,09;12,54;11818;20,96;62,05;2,55;14,44;2949;11,26;43,54;4,34;26,55;14,31;250;15,6;28,8;6;18;31,6;17171;48,77;45,68;5,56;563;224;375;605;1122;826;650;510;1,36;1,27;1283;660;787;941;1039;1,94;1,63;1,36;1,23;0,84;52567;1,81;10,15;34,03;25,45;3086;5,22;24,66;61,73;50;12,83;7,89;4,12;1,1;12,01;6,43;34,17;23,36;44,32;48,77;42,66;45,68;13,02;5,56;18,03;7,91;15,32;5,96;6,12;1,83;24;2,22;"Rio Bonito";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Macacu-Caceribu"
3304409;"RJ";"Rio Claro";17425;79,02;20,98;50,32;49,68;101,288244766506;"De 10 a 20 mil";7,7;15,67;15,14;23,72;25,29;12,46;5896;18,75;233;3,24;1054;11,21;2375;24,21;2234;44,3;5498;81,19;18,81;3481;82,56;17,44;2017;78,83;21,17;825;74,42;25,58;2724;76,1;23,9;1949;91,17;8,83;15,19;3723;22,05;61,83;2,87;13,24;839;11,68;43,27;3,34;25,03;16,69;101;12,87;32,67;3,96;16,83;33,66;5498;50,73;40,67;8,6;541;216;383;625;1096;759;750;510;1,44;1,47;1081;707;805;860;1215;1,53;1,34;1,26;0,89;0,88;16874;1,62;10,63;33,13;26,04;1490;1,54;22,48;58,39;47,05;16,38;10,23;4,83;1,4;15,37;8,03;42,73;29,6;41,08;50,73;38,6;40,67;20,32;8,6;26,52;13,17;24,58;9,66;10,93;3,44;8;2,58;"Volta Redonda - Barra Mansa";"Volta Redonda - Barra Mansa";"Sul Fluminense";"Vale do Paraíba Fluminense"
3304508;"RJ";"Rio das Flores";8561;69,61;30,39;49,19;50,81;96,811651249754;"De 5 a 10 mil";8,28;15,31;16,8;22,51;24,41;12,69;3058;10,23;84;1,42;362;4,35;1051;10,89;1561;26;2505;82,59;17,33;1426;83,1;16,9;1079;81,93;17,89;310;78,06;21,61;1239;77,32;22,68;956;90,9;9;12,42;1623;19,1;60,26;3,51;17,13;530;7,92;43,58;5,09;27,17;16,23;41;14,63;43,9;2,44;9,76;29,27;2505;62,71;31,18;6,11;561;190;306;510;1217;710;510;510;1,71;1;1484;564;642;831;300;2,63;2,31;1,79;4,95;0,88;8383;1,56;11,37;41,67;32,38;497;3,42;15,09;50,3;37,83;13,6;8,65;2,2;0,97;12,98;6,12;36,69;28,18;48,75;62,71;38,53;31,18;12,73;6,11;22,88;10,58;15,33;5,22;6,72;0,71;5;3,13;"Valença";"Volta Redonda - Barra Mansa";"Sul Fluminense";"Barra do Piraí"
3304524;"RJ";"Rio das Ostras";105676;94,54;5,46;49,4;50,6;97,6284584980237;"De 100 a 500 mil";9;14,75;16,1;27,47;23,98;8,71;28381;3,58;1397;0,88;3400;1,35;9268;3,53;14316;11,9;34666;70,67;29,31;22110;70,55;29,43;12556;70,87;29,09;6348;57,47;42,44;16911;64,58;35,42;11407;87,03;12,93;13,75;23329;27,12;58,73;2,06;12,09;5500;14,11;45,76;3,11;23;14,02;1071;8,4;23,16;3,64;13,91;50,89;34666;55,87;43,85;0,28;871;290;510;1000;1843;1188;1000;700;1,55;1,43;1845;1146;1289;1386;1781;1,61;1,43;1,33;1,04;0,89;101848;1,25;5,96;21,72;16,45;291;12,03;36,77;59,45;48,8;10,6;3,73;3,83;0,69;10,44;3,15;27,04;12,82;2,99;55,87;93,29;43,85;3,71;0,28;18,31;4,32;5,45;0,35;2,21;0,11;51;2,68;"Macaé - Rio das Ostras";"Macaé - Rio das Ostras - Cabo Frio";"Baixadas";"Bacia de São João"
